Bird_ID,Species,Origin,Destination
B1306,Warbler,"-4.12548648452659, -0.6322996918106014","68.67084130926014, 36.01036798462138"
B1307,Stork,"85.9200809192451, 1.6475529488933205","83.47136014754312, -97.16316365866854"
B1308,Swallow,"-29.7567088014388, 102.68337810323112","69.23558232806559, -57.722226625447945"
B1309,Swallow,"86.86312866042988, -135.53836975983685","-70.73196161671444, 65.92742605364373"
B1310,Warbler,"-78.30469035378444, -150.22094362291207","23.62130734583519, 36.59088011851512"
B1311,Goose,"33.07693945636018, -35.3195160340353","-10.491377018386515, -46.926403204632834"
B1312,Swallow,"-8.24054277871582, 139.50717097555173","-67.35740073997388, -139.68649683735913"
B1313,Crane,"57.98477259534605, 127.89702708195348","9.920226825456352, -56.65852265634996"
B1314,Stork,"52.13089254905964, 21.59744734130723","-25.80150499462296, -164.10398763026805"
B1315,Swallow,"54.03783291766874, 139.95857482959855","-27.75818892665685, 29.07620135194952"
B1316,Swallow,"-72.94705212554645, 109.92369511753628","-72.99987863198298, -63.71442854468052"
B1317,Goose,"58.02582597503306, -79.94179436650222","86.19353382072862, -43.25453692854498"
B1318,Warbler,"-51.47277166012303, -118.76173903950117","40.67278204028764, 27.03175958187498"
B1319,Warbler,"-85.37755250537374, -71.58365964838589","-39.539841958724594, 29.263607322005385"
B1320,Eagle,"-50.80703045680595, -98.23756376202682","75.14552830275031, 31.80359210696878"
B1321,Goose,"-3.728681154030099, 44.17876535713097","80.6556953394377, -3.027164650928768"
B1322,Crane,"43.580044784057776, 30.563680598874043","55.867471797004725, -4.275923965571309"
B1323,Warbler,"-50.64615345008634, 35.43745804300144","28.676729540031477, 115.63899993584288"
B1324,Stork,"-69.65864134375116, -111.85072686307842","-22.252208449934077, -11.680396869335825"
B1325,Goose,"26.274105904309607, 105.07058109951794","-11.817628604860856, 12.970857785447862"
B1326,Swallow,"87.10164654480317, -23.894609924652716","-8.097974381813486, 175.76275554088784"
B1327,Stork,"18.15665437541125, -9.91730866804815","80.77727790918604, -114.82198139049936"
B1328,Stork,"34.39032554221592, 178.90626463604627","46.82422884526059, 81.51155380133952"
B1329,Swallow,"11.010139874355602, -78.38215705341067","-37.43742539934832, -9.652616372731616"
B1330,Goose,"50.8227199611307, -38.11031852122412","22.43530565185864, 118.99500475404363"
B1331,Swallow,"85.64479563770007, 63.52675484547143","16.902096608755272, -34.54827745848945"
B1332,Eagle,"7.943261292753277, 136.94868726848688","56.18285987511379, -70.92380627265048"
B1333,Stork,"-14.977707886309346, -134.35883759374877","-72.84448872314012, -105.19696992762302"
B1334,Hawk,"64.86175100882278, 84.61649031377902","36.2288864732098, 134.00537584904765"
B1335,Hawk,"84.55110187679821, 150.5809893583982","-30.389428741457664, 78.5982467396588"
B1336,Crane,"-66.74730464347778, -27.747139166327145","-66.66623267176996, -152.31583735827988"
B1337,Warbler,"14.07077378529803, -76.77830774393368","41.71919959378533, 76.8564850450449"
B1338,Swallow,"52.64279865827953, 63.98537283897741","-30.30371570368444, -167.39437278649496"
B1339,Swallow,"6.001092928150342, -91.41348555421506","41.42227386072426, -114.61449032608353"
B1340,Crane,"-16.344545725269228, -41.65569124297701","-60.7613489890231, 33.40717424883093"
B1341,Crane,"27.94136780437572, 142.88881467232898","87.46700840586729, -13.136280395961222"
B1342,Crane,"-41.37694298759731, 32.51971893289587","54.613442822478106, 122.57408931663856"
B1343,Stork,"-27.155926271093502, -145.80818402405606","-37.95267852066591, 38.840536171670266"
B1344,Eagle,"88.60979859864204, -61.30888867930646","43.29436573114313, 167.39084243942636"
B1345,Swallow,"24.563760187409173, 45.81545944225539","-65.5560223632624, 127.86607704159638"
B1346,Stork,"67.12691369599344, -6.6608506243159695","27.618741390378744, -57.52249291440435"
B1347,Crane,"55.39833234668584, 57.72215403057263","-79.26536435328282, 120.29434066229732"
B1348,Swallow,"27.40905979092433, 94.1189103649226","-29.99025724194879, 133.176705166013"
B1349,Stork,"61.33123484257917, -6.978556726305101","86.12325815793957, 169.10099660318969"
B1350,Eagle,"-38.31147082195722, 175.3026070686978","-68.23433264253794, -175.4773461450814"
B1351,Stork,"24.680960786213703, 149.28259524260417","17.53632583937791, 134.90794979028703"
B1352,Eagle,"16.308628114316562, -158.43333381528373","-77.2910305261331, -154.83768636015446"
B1353,Crane,"22.035528142802065, -84.08479040992141","30.49221807528521, 10.121714852756014"
B1354,Eagle,"-59.64625311358046, -71.80433556847774","-39.840812467101706, -30.721125689113933"
B1355,Swallow,"-40.096252800347685, -113.65547159879618","-34.20439173763293, 151.15738358289462"
B1356,Crane,"-38.40150261734296, -67.67405890182712","-29.195543646860784, -34.14533756237813"
B1357,Swallow,"18.350309263097387, -27.0645721432343","-53.07177336739034, 34.575362589511315"
B1358,Hawk,"85.05843847916151, -161.44164756271522","79.49832931277965, 69.07632204384484"
B1359,Goose,"81.73215921278666, -134.17191499233078","73.04973163116301, -173.14928762601713"
B1360,Eagle,"-49.10588046185462, -145.35148363434584","66.60274139710037, 32.73525131400868"
B1361,Goose,"-35.127856247980944, -163.32590190720578","-70.83980158557816, 6.47706071875993"
B1362,Goose,"-83.50885938974992, -6.66107269141736","-47.97992906878424, 33.84311026372009"
B1363,Eagle,"-18.213193825309048, -59.83089003858778","20.200654676116685, -152.73213909995195"
B1364,Crane,"60.24134190246545, 156.7610026738961","84.66678025016898, -159.99898679198063"
B1365,Hawk,"74.8353130175052, -143.0062072409744","18.867128814843117, -116.08403851855256"
B1366,Swallow,"-47.43063367777015, 153.372720864842","-31.121682898529528, 133.02024323658236"
B1367,Stork,"-42.15699477200894, -148.84357773619467","57.13274002142347, -51.67041538632532"
B1368,Swallow,"-50.24703302842434, 42.91824477759661","-65.62250101807803, -23.74828170504307"
B1369,Stork,"-26.98135783657583, -90.81707854452468","68.7135390218366, -39.54013887449227"
B1370,Swallow,"54.85669174629805, 117.6500327377949","85.44182222151525, 77.17324682376312"
B1371,Eagle,"26.43434457920283, -157.86906226561084","84.17747771094827, -86.58880155198294"
B1372,Hawk,"51.46936521546601, 162.90293607706514","-63.41461858515683, -155.3783932690977"
B1373,Stork,"14.945599140355114, -162.98740788015596","8.929351229327906, -43.85703837313272"
B1374,Warbler,"-43.60804594935357, -93.19922341151982","15.285425336071654, 82.0207926674795"
B1375,Crane,"-48.961047561742056, -12.893498615739588","-54.91465372434973, 149.38849128992223"
B1376,Swallow,"-88.37987294452503, 92.18083916383756","8.419922500837714, -161.70423693160265"
B1377,Swallow,"50.57678463733305, 162.40057831561285","26.37676331515325, 111.77860351674052"
B1378,Stork,"62.48182070964919, -25.904724734024622","-30.786885945529328, -156.17514421796955"
B1379,Crane,"48.29086793311493, 92.6316337744342","-33.177462029468984, -60.96217754970155"
B1380,Crane,"-76.60762960887166, 81.7785196002859","-79.15707003996354, -171.97144988203007"
B1381,Eagle,"47.19989289057588, 25.62080230472634","82.22860078639275, 148.15501162472236"
B1382,Warbler,"-81.76185843295153, 68.73090339629508","54.6508670416132, 74.44403827204582"
B1383,Eagle,"-70.99324817284959, -166.29599409617597","46.70084356280384, -47.11131645748526"
B1384,Eagle,"-10.7144328721199, -21.032135676895138","-86.07979441046682, -44.11563014716356"
B1385,Eagle,"-4.293538393528792, 102.90984986161097","22.37563882657764, 50.34343086052672"
B1386,Eagle,"56.90135459136533, -9.280387799016864","-57.48686361757622, -147.7266102474636"
B1387,Eagle,"32.3148405673639, 134.46165032170143","29.109155634953453, -127.78249271148536"
B1388,Hawk,"-62.40236784638107, 120.10963556329568","21.807988375576585, 125.00071617199283"
B1389,Crane,"-49.29357901881576, 130.84057086205166","63.346564379504, -107.16728899431187"
B1390,Eagle,"-38.578466113436384, -133.2011931738482","-44.02186284333583, 81.59990317393431"
B1391,Crane,"-67.7389252581255, -92.1091951562146","-85.05687978823455, -98.71095498404446"
B1392,Crane,"-38.22392045533847, -169.34498164363308","74.53995828766654, -148.26732580986825"
B1393,Goose,"41.14766799715196, 173.8082616706999","73.55448512636744, 144.01165077896974"
B1394,Hawk,"-46.54773538068907, -94.99026980996568","-7.94528261122332, 144.60220194237684"
B1395,Eagle,"60.36473647086956, -47.846399586392806","-75.94414939311773, 37.91228314527544"
B1396,Swallow,"-5.486940877462587, -81.02647899776298","-0.365582009792746, -13.667816014002966"
B1397,Stork,"-31.87156297601001, -165.67429577564977","4.3225597398203774, 18.993572069453165"
B1398,Warbler,"-15.76474118120285, -85.94711654036095","57.91058491919623, -33.074126379230336"
B1399,Swallow,"37.70941330682845, -144.64956016522538","39.0782599859152, 92.58286176305847"
B1400,Hawk,"3.0226865842782478, -38.058088901549525","-77.25517633285375, 91.64185448938709"
B1401,Stork,"-88.68984048448955, 168.05668260123923","36.96076996562475, 114.8326595061082"
B1402,Hawk,"76.01829238531352, 71.37445394297441","-65.56689566436837, 8.253388572940935"
B1403,Crane,"-78.12071945966669, 74.48428433083726","-73.89503513109227, 108.4830701785134"
B1404,Stork,"78.95184278658942, -16.856664015148112","-18.250716341720093, -123.94130528021856"
B1405,Crane,"-84.93249174839016, 112.06944384820116","-76.0745507698484, -169.1514972389835"
B1406,Swallow,"48.77628029234072, 146.98230009032113","59.26841888129948, 53.29909749550711"
B1407,Swallow,"6.241447472991879, 166.15800219017547","-6.636746698797182, -142.02863356133588"
B1408,Stork,"1.0307125087390858, -144.36351981128934","15.66067601918121, 18.241167990064582"
B1409,Stork,"-76.89986954207919, 136.671843112732","13.83561423075838, 79.6049838003812"
B1410,Eagle,"-47.02589813917507, -98.9701619126901","86.0597615429925, -33.44924655817994"
B1411,Hawk,"49.95851707173455, -36.98391528329978","74.84085125033502, -164.20582360161987"
B1412,Eagle,"70.42676938604893, -55.62820990367052","62.8430505813663, 139.36730410759458"
B1413,Hawk,"5.2413625895363225, 63.04681443124616","-21.01153915563573, -164.43178496227858"
B1414,Eagle,"-26.398188654732834, 35.252834484164964","-63.88205390910287, 145.71090354646174"
B1415,Crane,"-79.21022254844205, -140.72224508350706","16.53606045127357, -161.05298834679314"
B1416,Stork,"32.792134691941285, 101.816146625226","-10.74310648018809, 84.65741944866068"
B1417,Swallow,"-39.87961007646913, -21.72765535146138","-49.40520256572725, 152.94483440050487"
B1418,Hawk,"-80.09753130141357, -179.2001364013272","-72.4154192529988, 146.5129129323895"
B1419,Hawk,"29.85331123775198, -30.778823930100742","-11.503206481069398, 141.61856683259674"
B1420,Swallow,"-2.5704371639234864, 5.879367268988801","27.156189657860462, 137.90830435544711"
B1421,Eagle,"-87.84681305368969, -155.20511332503747","22.570166472702184, 3.7475031283049134"
B1422,Hawk,"-70.03367296085753, -125.59130661016744","49.30585916779626, 20.76870105367263"
B1423,Warbler,"35.85634726426994, 177.68598173670995","-6.020167153615503, 43.098290373652446"
B1424,Crane,"-78.53916004815807, 133.63034472809483","-32.104876453101944, 142.54142355677942"
B1425,Stork,"65.87335167173825, -132.0021290352068","6.966075065759654, 121.73775104287148"
B1426,Swallow,"-33.96127006441212, 28.911383890652303","85.50109075849178, 101.87228408339688"
B1427,Stork,"-74.04003532144357, -43.47241300175645","-81.88370315166291, 63.26071437985908"
B1428,Warbler,"46.75632807025178, 15.746547131971084","5.159844581749809, 42.61813991537818"
B1429,Hawk,"4.396902201544279, -10.607330315740596","-30.732389572373613, 152.08806845198882"
B1430,Hawk,"-34.804794171726435, -162.66638699075352","-71.03695699397497, -110.64809257781508"
B1431,Warbler,"-16.902298499531767, -66.4486880433181","-11.759298126459996, -110.6189984932081"
B1432,Swallow,"-86.14576879113135, -134.8125904698744","25.40954339691598, 173.68903047080033"
B1433,Crane,"29.28573675709721, -3.971486775330845","5.0698021038869285, 19.137251876050613"
B1434,Goose,"-24.16073598657998, 146.6340191926356","-84.74823535240981, -5.985311891769101"
B1435,Swallow,"38.52676255106334, 178.3917981250358","14.24114360791225, 126.21433493741694"
B1436,Goose,"23.07080627145849, 159.93110465368972","-48.239534915872056, 125.9164522021684"
B1437,Warbler,"27.225753463752824, 174.85096499093157","-28.53422009262337, -116.4247141070154"
B1438,Eagle,"52.72068798079784, -174.51132631907214","-33.80314621335683, -117.51396950406502"
B1439,Goose,"23.608454107725198, 82.60091223985","64.53239539947037, 106.2953154235472"
B1440,Crane,"-14.62933273645936, -81.73842833644694","-81.4368568254562, 102.8276755738172"
B1441,Eagle,"-19.813038887765583, 131.62247217688935","-27.360584635735364, -98.93279243202991"
B1442,Goose,"-68.47522078232595, 112.94405662465527","-18.93305936487573, 122.94364904754184"
B1443,Warbler,"50.29981436812352, -27.47715268213653","21.390167427064554, -7.181593090783565"
B1444,Eagle,"46.99951951583191, -9.626156962863291","52.0136727263353, -10.803918717565011"
B1445,Warbler,"-45.66629392460578, -84.566999162686","40.97972477969529, 174.8496934685544"
B1446,Goose,"65.28274428566604, -76.03054696069131","45.47197859249152, 6.91725476952675"
B1447,Warbler,"16.020586402313086, 173.22279240977446","-55.37033706537856, -130.6636637167767"
B1448,Crane,"-3.836368368977887, 139.9870399212628","74.11270927415066, -79.14390466229361"
B1449,Goose,"-86.85066570741074, -110.92717003860908","-15.453237697018224, -59.87443857130791"
B1450,Goose,"-21.106586544423067, -80.81111596862414","-88.00037442887611, 165.04809764618244"
B1451,Goose,"25.32073828241934, -140.8867224975864","30.257312775275253, -84.94654170181288"
B1452,Swallow,"-73.84538921609098, 175.9934818726889","18.72050382801271, -25.05494183266072"
B1453,Swallow,"-7.277884400241305, 146.5955461909972","-67.32762568394772, 89.86879781211275"
B1454,Swallow,"88.8184712450873, 18.75527531546308","82.776168973681, -81.32532887937937"
B1455,Crane,"38.97695469763215, 69.44151742096523","11.081597546288704, 72.59113915743967"
B1456,Eagle,"8.436759750288786, 89.26089825263557","-5.532482464382468, -105.29366531160905"
B1457,Warbler,"5.945919289033796, -106.627958114319","-18.33800003326658, -92.69370869420494"
B1458,Hawk,"-82.122285193525, 156.47988143921668","-52.22675188914904, 175.079497456971"
B1459,Goose,"82.31659873342849, 9.627376939781982","81.5063056581514, -47.1800126607379"
B1460,Warbler,"77.07197885130773, -146.71744649984632","36.38855503362053, 82.68700162246495"
B1461,Goose,"32.83284792158037, -37.05026117987913","12.168674806548095, 122.42271489855574"
B1462,Crane,"-72.177903057321, 36.592760223564085","23.616036323413013, -55.13316626747351"
B1463,Goose,"-52.589898585101125, -52.98365107198687","61.27568252140728, -51.41897948707541"
B1464,Swallow,"-56.896283542394656, 71.7135939906592","24.42965057666572, 98.31184574523915"
B1465,Hawk,"3.5241273182193997, 137.5379929468637","-69.37366878515274, 38.52048393317665"
B1466,Stork,"-52.5953025896426, 97.8811647775675","35.51312858848536, -49.769310015792655"
B1467,Goose,"35.24410107795568, 51.35688723502941","11.67648766069847, 89.84378286443024"
B1468,Warbler,"8.141379474490023, 4.376693308199464","83.941939379227, 130.93380237298572"
B1469,Swallow,"-86.82152813232202, -88.3931451163512","42.069458641108326, -95.38621741527604"
B1470,Stork,"43.93030266641728, -16.21938060092404","-28.07947512355292, -171.2317917968936"
B1471,Hawk,"-56.01082740228927, -74.53695343025623","-65.62838674660031, -81.30705606364884"
B1472,Stork,"58.47932154252183, 156.24841719230096","-3.1894933555064, 62.81627011189366"
B1473,Swallow,"-26.091821317863783, 146.63201651519796","32.283770546120905, 149.4908105856868"
B1474,Eagle,"-29.04845760330544, -123.90250201071136","-58.09040677675368, 130.70317435027005"
B1475,Eagle,"-87.8728795599221, 116.14327962991916","26.89996937193297, -100.01858438614136"
B1476,Stork,"87.79121692614308, 73.0492908320665","58.61011644232306, 137.1600599706025"
